dataset_id,dataset_name,n_folds,accuracy_n,accuracy_mean,accuracy_std,accuracy_foldboot_ci_lower,accuracy_foldboot_ci_upper,f1_macro_n,f1_macro_mean,f1_macro_std,f1_macro_foldboot_ci_lower,f1_macro_foldboot_ci_upper,f1_micro_n,f1_micro_mean,f1_micro_std,f1_micro_foldboot_ci_lower,f1_micro_foldboot_ci_upper,precision_macro_n,precision_macro_mean,precision_macro_std,precision_macro_foldboot_ci_lower,precision_macro_foldboot_ci_upper,recall_macro_n,recall_macro_mean,recall_macro_std,recall_macro_foldboot_ci_lower,recall_macro_foldboot_ci_upper,roc_auc_n,roc_auc_mean,roc_auc_std,roc_auc_foldboot_ci_lower,roc_auc_foldboot_ci_upper,log_loss_n,log_loss_mean,log_loss_std,log_loss_foldboot_ci_lower,log_loss_foldboot_ci_upper,fit_seconds_n,fit_seconds_mean,fit_seconds_std,fit_seconds_foldboot_ci_lower,fit_seconds_foldboot_ci_upper,predict_seconds_n,predict_seconds_mean,predict_seconds_std,predict_seconds_foldboot_ci_lower,predict_seconds_foldboot_ci_upper
1067,kc1,10,10,0.8710291130670278,0.012985306220416905,0.8639810426540284,0.8791469194312796,10,0.673571824446455,0.042957522249335627,0.6527247367146238,0.7000093169771362,10,0.8710291130670278,0.012985306220416905,0.8639810426540284,0.8791469194312796,10,0.7857453336860682,0.04632550931129965,0.7578750551859835,0.8130948054345208,10,0.6403250262020114,0.03855564025126979,0.6217446621575192,0.6638837509249168,10,0.8497227166801717,0.03268691521277448,0.830183967483827,0.8673718896702731,10,0.3167604139866696,0.02767188539040923,0.3018626036097077,0.33310160660599497,10,3.588125007000053,0.1714445541212582,3.480783553210349,3.689576212223765,10,0.44480350960511716,0.011141175246121793,0.4386922789050732,0.45286863077126327
1068,pc1,10,10,0.9395823095823095,0.014130661326349141,0.9314742014742017,0.9477477477477476,10,0.6555134204597299,0.10315847434374312,0.5974282397286393,0.7149616832502798,10,0.9395823095823095,0.014130661326349141,0.9314742014742017,0.9477477477477476,10,0.7857093333229404,0.17226126782695356,0.6841327488639287,0.8763331485349939,10,0.6179711671823322,0.07817803362097277,0.5745591059426012,0.6635324369198763,10,0.9038008108396458,0.03546720596416556,0.8838624239837833,0.9257819334791422,10,0.16410189793082586,0.02338802776801724,0.14912432212363716,0.1765226632998937,10,3.4454078000970183,0.09571552786226499,3.391742527281895,3.503468598627369,10,0.317834124393994,0.005938969881752105,0.3144896630468429,0.321497787473927
1461,bank-marketing,10,10,0.9007985340610591,0.0051790639858651545,0.8977063178849578,0.9036966198137132,10,0.7016330061422376,0.01940217683919457,0.690383157626378,0.7119258249276597,10,0.9007985340610591,0.0051790639858651545,0.8977063178849578,0.9036966198137132,10,0.776692775270708,0.019678396409084847,0.7651997659634455,0.7878691248619024,10,0.6657236640268654,0.017570815330327522,0.6553713612459079,0.6751194528134454,10,0.9124102364190663,0.00644489951744254,0.9083469598080813,0.9159562570336681,10,0.22200834125720395,0.006482283790602253,0.21850806231235106,0.22623297570537562,10,4.246850722510135,0.2099884103639386,4.127095227964019,4.373984863110963,10,14.104347099398728,0.06656352962507026,14.063106365990244,14.140769117274612
1462,banknote-authentication,10,10,1.0,0.0,1.0,1.0,10,1.0,0.0,1.0,1.0,10,1.0,0.0,1.0,1.0,10,1.0,0.0,1.0,1.0,10,1.0,0.0,1.0,1.0,10,1.0,0.0,1.0,1.0,10,0.00018421897402492546,0.0004188502438492284,2.2361300948464244e-05,0.0004733315984863405,10,3.9255314115958755,0.13520103360864727,3.842077595880255,3.9944597499683727,10,0.13923661149456162,0.006730136895463766,0.13582838700895075,0.14341533340091694
1464,blood-transfusion-service-center,10,10,0.7914054054054054,0.02235332643555017,0.7783603603603605,0.8050274774774776,10,0.6480463885813886,0.04344790891640667,0.6224151445662084,0.6741904202125584,10,0.7914054054054054,0.02235332643555017,0.7783603603603605,0.8050274774774776,10,0.7183489855531111,0.05456590797657705,0.6864566358837091,0.7500830695955482,10,0.6311661506707946,0.03692497076131483,0.6098155314757482,0.6540254127966976,10,0.7467148262813899,0.0450508852953205,0.7201700636394909,0.7726241973397546,10,0.4796456736057692,0.03380376195608475,0.45991601120949016,0.4989173446283557,10,3.9350977931986564,0.1806760234857962,3.8220440650713865,4.030868957540806,10,0.10433246448519637,0.003055526253561849,0.10266389922617232,0.10615544449101436
1475,first-order-theorem-proving,10,10,0.6086954312548806,0.015664805986676245,0.6001278507857043,0.6177222396050619,10,0.48778596772880045,0.025841934850656223,0.4735550518448969,0.5022475059454362,10,0.6086954312548806,0.015664805986676245,0.6001278507857043,0.6177222396050619,10,0.5435655566552647,0.03462778391931709,0.5234798540081161,0.5631640384430692,10,0.4664595040723933,0.021500796624991648,0.45449961565088987,0.47862802733743187,10,0.8418515823909791,0.008203478246143857,0.837534756400312,0.8467674916424391,10,1.089355188034212,0.022472746841756465,1.0752666690840549,1.1011711016813592,10,4.267393220786471,0.18557293530449648,4.154914655855537,4.375533051311795,10,1.9074694747978356,0.051960544805335476,1.8752965697295438,1.94026442912349
1480,ilpd,10,10,0.7084745762711865,0.05251347453858991,0.6819929865575687,0.7402206312098187,10,0.5602616688207227,0.06756420105625079,0.5264780284546915,0.6036536280710008,10,0.7084745762711865,0.05251347453858991,0.6819929865575687,0.7402206312098187,10,0.6204135972992579,0.10756349201415003,0.5656370825266822,0.6859824843398898,10,0.5631005755960921,0.0541452656393196,0.5358110225797637,0.5979041502271639,10,0.7702240042358407,0.0684999908536768,0.7325305732048916,0.8104492040718727,10,0.49686295294556154,0.060707555640710606,0.4646104434294794,0.5342561941104236,10,3.8558393966057336,0.13868664982385762,3.7735113492651724,3.935379494469671,10,0.24506992549286225,0.012690803507067739,0.2374222230922896,0.2520263845518639
1485,madelon,10,10,0.6115384615384616,0.03207691282870975,0.5961442307692306,0.6307692307692306,10,0.6107830143472963,0.03244910773983039,0.5951088629114616,0.6300890601440001,10,0.6115384615384616,0.03207691282870975,0.5961442307692306,0.6307692307692306,10,0.6123087363022236,0.032061047167981964,0.5969782563089148,0.6314435045383627,10,0.6115384615384616,0.03207691282870975,0.5961442307692306,0.6307692307692306,10,0.6651745562130178,0.03598604181060123,0.6456369082840238,0.6855526627218935,10,0.6673569343071571,0.004728219522663929,0.6647330025363198,0.669903958311431,10,5.147000364493579,0.2612529130405505,4.9667374194276634,5.266811571334255,10,7.5990074218076185,0.3148138008585912,7.394376555892668,7.7688843100381195
1486,nomao,10,10,0.9592629522488034,0.003007427787370373,0.9574048896640799,0.960804173167984,10,0.9497579318907844,0.003762197321275582,0.9474614823154827,0.9517104900238483,10,0.9592629522488034,0.003007427787370373,0.9574048896640799,0.960804173167984,10,0.9528257601755197,0.003955116949862452,0.9504841348088724,0.9547700562545617,10,0.9468852311547964,0.004764227705199071,0.9440361265736751,0.9494126936687861,10,0.9918461722051489,0.0008326522062450462,0.9914040817270634,0.9923105115707902,10,0.10489230388163044,0.004784238085283718,0.1022130212093412,0.1074650530433918,10,7.081279320502654,0.1717122019894793,6.975234736198181,7.177124728374619,10,23.52909968110034,0.7948278702047692,23.074641163170018,23.975079315092444
1487,ozone-level-8hr,10,10,0.9483007064828358,0.011240659516127852,0.9423061062525288,0.9550500295664621,10,0.7013477179543612,0.07815554802857094,0.6573492922543532,0.7472325884974654,10,0.9483007064828358,0.011240659516127852,0.9423061062525288,0.9550500295664621,10,0.8235274761078356,0.09765885310749518,0.7697578279504882,0.8844483976259918,10,0.654743400524767,0.06574828397370609,0.6192503595583804,0.6935161374676453,10,0.936675841222565,0.019890458029728473,0.9250524102045882,0.9470027734194943,10,0.13550567962941157,0.01818895359625385,0.12591525075883228,0.14575186562815584,10,4.245584371505538,0.12925823330985325,4.18092773867349,4.320699690072797,10,0.9951906467962545,0.011932107658390242,0.989044718996156,1.0031462455398286
1489,phoneme,10,10,0.9109984938728006,0.015177448292738092,0.9023689412610393,0.9200387571027592,10,0.8915265034240717,0.01900074975344584,0.8810378224303083,0.9027619941210596,10,0.9109984938728006,0.015177448292738092,0.9023689412610393,0.9200387571027592,10,0.8959464015672216,0.017497917533178645,0.8859225958885267,0.9062100127695026,10,0.8880170837139675,0.0223014500884534,0.8759293856291723,0.9019197525335546,10,0.9664172157402211,0.0077522362797389594,0.9620597148551969,0.9709429298598988,10,0.21373488836476548,0.024399037115306263,0.19910838217601834,0.2276013995027878,10,3.981176078511635,0.17006502977138319,3.883272533140407,4.081314507747593,10,0.4849457314994652,0.008992353881658479,0.479850665985723,0.49023741650293234
1494,qsar-biodeg,10,10,0.8701707097933514,0.029447918131006962,0.8523526504941598,0.8861570080862534,10,0.8518793499147194,0.03392402267459393,0.8311185146263244,0.8707311868628073,10,0.8701707097933514,0.029447918131006962,0.8523526504941598,0.8861570080862534,10,0.8615364735869427,0.035639961771659026,0.8398927166347099,0.8807096919574492,10,0.8463060731538992,0.036960584198354046,0.8246824534161491,0.8671820652173913,10,0.9364233297183608,0.03824879119326571,0.9121409884485197,0.956390940385816,10,0.30765485205997156,0.0913881024894847,0.26055771970459535,0.36447872887769833,10,3.8555645144020674,0.11692703273279563,3.795144510989776,3.9321766883558302,10,0.39863985318806955,0.007697255416109189,0.39411770136663105,0.40311573129860334
1497,wall-robot-navigation,10,10,0.961876197197298,0.008457164285905552,0.9562047837483617,0.9662785227005409,10,0.9598240490238494,0.011119771890854002,0.952567310995715,0.965935216351845,10,0.961876197197298,0.008457164285905552,0.9562047837483617,0.9662785227005409,10,0.9616524416540772,0.01386067007738245,0.952327940652546,0.9690565500452827,10,0.9583690471412474,0.008940155092845181,0.9528355240291075,0.9635196786081252,10,0.9979952346656935,0.0005106568807484198,0.9976783744175255,0.9982792806633932,10,0.0942564760392813,0.013113063767408657,0.08688521631142485,0.10278355541040463,10,4.020696801308077,0.12290144767853316,3.9551059332236767,4.103548926802323,10,1.1181918460002636,0.022581125515175948,1.1056229606129637,1.132799976113165
1501,semeion,10,10,0.952936320754717,0.02155115978461394,0.939826552672956,0.9648435534591195,10,0.952552411164014,0.02170329518948025,0.9393641264006782,0.9645199720344707,10,0.952936320754717,0.02155115978461394,0.939826552672956,0.9648435534591195,10,0.9548079843273343,0.02054510920809067,0.9423558515089573,0.9660387405400758,10,0.952781862745098,0.021412581216176545,0.9397400735294119,0.9645746936274511,10,0.9981964770236506,0.0011689963775774737,0.9974518125212104,0.9988782445499033,10,0.18209097497324478,0.04054992814028408,0.15794903913392308,0.20484015958221297,10,4.36566438699956,0.09822544312970372,4.307926183283999,4.421759495634905,10,2.0171198291995096,0.0059935099912284346,2.013424025142449,2.020447556099825
1510,wdbc,10,10,0.9824248120300751,0.016540806183619344,0.9719298245614036,0.9912280701754386,10,0.9811532229790464,0.017790122139054836,0.9698506336773757,0.9906418165710568,10,0.9824248120300751,0.016540806183619344,0.9719298245614036,0.9912280701754386,10,0.9824658236500341,0.016798741291065147,0.9724738076251233,0.9920634920634921,10,0.9802958152958153,0.01920051258990235,0.9680627705627705,0.9911002886002885,10,0.9956445406445406,0.007562970580144413,0.9902108585858586,0.9992237854737855,10,0.06461251632720103,0.052575514640921715,0.03722254322055519,0.10238952991323359,10,3.982463516696589,0.13259597203607848,3.902034718520008,4.05866546968522,10,0.2853040298912674,0.01410974939191066,0.277540269564197,0.29390981689866746
1590,adult,10,10,0.8476310631837757,0.004408803336593557,0.8450885597028125,0.8503581870113343,10,0.775639161229962,0.006504544597651768,0.7719073309718975,0.7796971724749177,10,0.8476310631837757,0.004408803336593557,0.8450885597028125,0.8503581870113343,10,0.8006422861047359,0.007213695462609628,0.7964927893809006,0.8051332050487737,10,0.7585035134583696,0.006349240232898191,0.7548861145651126,0.762495028496889,10,0.903952830591283,0.004737125199217554,0.9014847404052067,0.9069967593213187,10,0.32272991118203237,0.007024524215049726,0.3181831762058613,0.3264014154716281,10,4.39721611069981,0.2562238567242619,4.234697352029616,4.526095267105993,10,15.649996713694417,0.09615500450204283,15.594257108332531,15.70958558958737
4534,PhishingWebsites,10,10,0.9475361049970135,0.00517459083809191,0.944199594151195,0.9504221645815094,10,0.9466521347494166,0.005281121269294486,0.9432498742009735,0.9495840928018109,10,0.9475361049970135,0.00517459083809191,0.944199594151195,0.9504221645815094,10,0.9486520039454497,0.005172147424544331,0.9451847487199225,0.9513640925327552,10,0.9451758187801668,0.005491956567083285,0.9417654487432275,0.9482547533965023,10,0.9898713986672224,0.001408634746173001,0.9889901838673094,0.9906877832936805,10,0.13006979269316504,0.007231682670599077,0.12577474165059768,0.13432882303093663,10,4.2968031403026545,0.08570195099139882,4.247509676944464,4.341773778156785,10,2.6411143461999016,0.05140034164680636,2.6129408255187445,2.671191026245069
4538,GesturePhaseSegmentationProcessed,10,10,0.7321979252550361,0.016113859443224757,0.7224568376752029,0.7411095352948657,10,0.7019234223554355,0.01953573991497929,0.6898874998164174,0.7125568361447435,10,0.7321979252550361,0.016113859443224757,0.7224568376752029,0.7411095352948657,10,0.7355303577660768,0.021555287052142734,0.7221971679160359,0.7474334860739558,10,0.6851554770989623,0.018669465874065334,0.6736110306295204,0.6951452696473931,10,0.9256905629310725,0.007194515081376791,0.9210390621905433,0.9295115666361271,10,0.7317147388242352,0.027917635903333304,0.7170042504064548,0.7499316953134509,10,3.829611704294803,0.2762852196153707,3.681229834021215,4.00373378265067,10,2.3780409448954742,0.017370653009380004,2.3698859593590895,2.3896747005418004
6332,cylinder-bands,10,10,0.8222222222222223,0.06829292190587324,0.7851388888888888,0.8629629629629629,10,0.8103222035075911,0.07631627968588159,0.7681782650533268,0.854682471473143,10,0.8222222222222223,0.06829292190587324,0.7851388888888888,0.8629629629629629,10,0.830672994559411,0.06562298846244893,0.7945005528089651,0.8707278938121381,10,0.8059151074206298,0.07568151476781632,0.7640666239002932,0.8502387578892004,10,0.9166796825194442,0.04490666047369149,0.8921693110098177,0.9425240660461558,10,0.3631806556702114,0.09931312429698509,0.3063598310044646,0.41723153357102083,10,3.958826168591622,0.2776223699374273,3.7735314175368693,4.102186182972074,10,0.29093114110291934,0.01431672789237276,0.28262698641221506,0.2987765788730758
23381,dresses-sales,10,10,0.594,0.061137368096588665,0.558,0.6299999999999999,10,0.5347538293699589,0.06746394463942396,0.4970275795268342,0.5777172151665927,10,0.594,0.061137368096588665,0.558,0.6299999999999999,10,0.5761051409429842,0.08094263398079111,0.5293358205241276,0.6236031765134731,10,0.5521346469622331,0.06109616329810955,0.5161658456486043,0.589987684729064,10,0.5829228243021346,0.09004787973471186,0.532179802955665,0.6354679802955665,10,0.6918306556969076,0.04982641393850644,0.662852810086003,0.7207550925800494,10,3.7152888309035914,0.26201318537160523,3.564833448713616,3.873987782766635,10,0.21748991910717447,0.016555369468945123,0.20830845605014472,0.22810644390119703
40670,dna,10,10,0.938791624770805,0.012320007013458666,0.9315607933597525,0.9460461150213915,10,0.9314692887919811,0.015079990447052993,0.9225515591456049,0.9401533188484419,10,0.938791624770805,0.012320007013458666,0.9315607933597525,0.9460461150213915,10,0.9397173755002142,0.015275567784714518,0.9303199547768155,0.9480732675812324,10,0.9258895275794451,0.016779908171199013,0.9157244123452113,0.9359359133961225,10,0.9915200546623254,0.003267037073968801,0.9896136372861977,0.9935239304138523,10,0.21075243677434607,0.013819567918649491,0.20228234149468433,0.21854938005333235,10,4.025257262808736,0.1264358340860682,3.9458798906259474,4.09372131985685,10,2.75380355269881,0.056990352196876884,2.731532590937422,2.791052932230086
40701,churn,10,10,0.9533999999999999,0.006397916327472046,0.9494,0.9569999999999999,10,0.8964467359292001,0.015593498914335206,0.8867290821937206,0.905171866272368,10,0.9533999999999999,0.006397916327472046,0.9494,0.9569999999999999,10,0.9316913524356902,0.012505757595650773,0.9247802001152668,0.9393399212003122,10,0.8688746006695564,0.019754482848940165,0.8559192894805815,0.880370365931699,10,0.9216172016104869,0.01943824003476837,0.9102611826976386,0.9330337667150516,10,0.15661504206885776,0.016332137793871992,0.14727123494628885,0.16644502911617087,10,3.2829538105928804,0.18045569173797144,3.181075745924172,3.3953363370758596,10,0.9338176543998997,0.018829309327212523,0.9253064852705575,0.9465730589385203
40966,MiceProtein,10,10,0.999074074074074,0.002928034870526255,0.9972222222222221,1.0,10,0.9991379310344828,0.0027261014311796253,0.9974137931034482,1.0,10,0.999074074074074,0.002928034870526255,0.9972222222222221,1.0,10,0.9991666666666668,0.002635231383473605,0.9974999999999999,1.0,10,0.9991666666666668,0.002635231383473605,0.9974999999999999,1.0,10,1.0,0.0,1.0,1.0,10,0.006065689211162321,0.008151058638236158,0.0024677583356407687,0.011352046085247739,10,4.149821246991633,0.08049729694510224,4.102893084124516,4.195354054672207,10,0.5678168577956967,0.016884371539269298,0.5594592681369976,0.5788842718294472
40975,car,10,10,0.987854550342788,0.007914942193462938,0.9832302728861407,0.9919007931173545,10,0.9752493008118176,0.024377782606649016,0.9598322876409532,0.9878690801660976,10,0.987854550342788,0.007914942193462938,0.9832302728861407,0.9919007931173545,10,0.9709890152447471,0.030257340921186104,0.9516262032070245,0.9872992610114074,10,0.9819901788801311,0.019202100007961888,0.9699257222044305,0.9921839354823804,10,0.9996203315620992,0.00031329559891144767,0.999421692014291,0.9997844971877524,10,0.038092212355192195,0.00998767126783812,0.03273514891200616,0.04429027119627321,10,3.1264991000993176,0.1218087039783182,3.056686856477463,3.1972951191039463,10,0.28877853480516935,0.0031886191668174585,0.2869686501285469,0.29068319069207066
40979,mfeat-pixel,10,10,0.9804999999999999,0.0064334196885396,0.977,0.9845,10,0.9805094608002183,0.0064490160083203124,0.9769852022175514,0.9845268972736722,10,0.9804999999999999,0.0064334196885396,0.977,0.9845,10,0.9813348143084986,0.00621425946988121,0.9778858623832307,0.9852902511961722,10,0.9804999999999999,0.0064334196885396,0.977,0.9845,10,0.9996833333333333,0.00030490953030940996,0.9994916666666667,0.999836111111111,10,0.06949017864941158,0.01694560006360254,0.059618345613849405,0.07887205347933035,10,3.6031170265050605,0.22676065675709656,3.4528555234754457,3.723934936785663,10,2.168287497392157,0.0070030324982054285,2.1639934336487205,2.172415321096487
40982,steel-plates-fault,10,10,0.7898017446471055,0.030013440992685946,0.7703223632038064,0.8068221649484536,10,0.8080737210782252,0.03580232695970226,0.7846034893153635,0.8290743740141199,10,0.7898017446471055,0.030013440992685946,0.7703223632038064,0.8068221649484536,10,0.8236535527959704,0.0379304779206084,0.8000240470685689,0.8466225978045707,10,0.8039307068483825,0.030512283252985162,0.7843224421522388,0.8214836243198602,10,0.9642453205241495,0.005369148568973808,0.9611448453225906,0.967357643140462,10,0.5290776113984176,0.05550434612397575,0.49733820494512265,0.5621268227566918,10,4.094799241091823,0.12430259031869202,4.019883825666766,4.16286600499312,10,0.472355126804905,0.021444957197460437,0.4616549712551932,0.48531049366123624
40983,wilt,10,10,0.989048303475181,0.0042494543517444475,0.9863636363636366,0.9913260997895387,10,0.9459703794270842,0.02227577488224023,0.932459266673337,0.9581286439039234,10,0.989048303475181,0.0042494543517444475,0.9863636363636366,0.9913260997895387,10,0.9461767682494264,0.021089347898116156,0.9345384243123696,0.9592029981499378,10,0.9471938963503945,0.03416658554154819,0.9278216145996034,0.9665317038409367,10,0.9960321694517085,0.0046370245942647485,0.9929458159930947,0.9981233180237508,10,0.03318949014260401,0.012712889110980332,0.026236007665623454,0.04152303081584437,10,3.1877358339901547,0.16408649793808947,3.094289676015178,3.2930181560650817,10,0.41486963361385276,0.009538264590827973,0.4101165435167786,0.42107181286919515
40984,segment,10,10,0.9402597402597402,0.016803378502752795,0.9303030303030303,0.9493614718614719,10,0.9402627353253153,0.016825953295315915,0.930021202329942,0.9495148688674135,10,0.9402597402597402,0.016803378502752795,0.9303030303030303,0.9493614718614719,10,0.9421851686603582,0.016947460397826682,0.9316146763234655,0.9517334473946686,10,0.9402597402597402,0.016803378502752844,0.9303030303030303,0.9493614718614721,10,0.9964712055621145,0.0012390778090238222,0.9957623857623857,0.9971797520661156,10,0.14971194818040123,0.03453208751403166,0.13137793266782752,0.17170104933114755,10,3.1269167102058417,0.1762467229265318,3.019270632774423,3.216421873043,10,0.41805350280483256,0.0037884959293152313,0.4159958764628391,0.42038825690629894
40994,climate-model-simulation-crashes,10,10,0.9462962962962962,0.02037972101138163,0.9351851851851851,0.9592592592592591,10,0.7788766599349011,0.09559887743695383,0.7248528434145937,0.8372829043408542,10,0.9462962962962962,0.02037972101138163,0.9351851851851851,0.9592592592592591,10,0.9059490594496143,0.0944860538007552,0.8470498082614759,0.9566442307692309,10,0.7374795918367346,0.09904091479982939,0.680466581632653,0.7974801020408163,10,0.952908163265306,0.044755604306088694,0.9260522959183674,0.9759048469387754,10,0.1403312491933788,0.055238969283445793,0.10827493617271683,0.17314518426830006,10,3.614516893198015,0.4822933892725692,3.3456628826080124,3.8846160405276167,10,0.23053805509698572,0.014099990096619056,0.2228335972025525,0.23866764231483098
41027,jungle_chess_2pcs_raw_endgame_complete,10,10,0.8550168837217502,0.0053699065385834095,0.8515617228516337,0.8580330043424959,10,0.8026123022247408,0.007842634355894757,0.7980674966798791,0.8070922952529742,10,0.8550168837217502,0.0053699065385834095,0.8515617228516337,0.8580330043424959,10,0.8164826671325619,0.008456553037073579,0.8115633246220663,0.8214084348183235,10,0.7912809984559808,0.007795822268106367,0.7867673679031252,0.7957407187846454,10,0.9750373845424235,0.001849008570716727,0.9738424855404221,0.9761153559205625,10,0.26475967136347756,0.00775274077631707,0.26015032866354226,0.2696041632198097,10,3.6778784823080057,0.2355847142646171,3.5335365119871858,3.822500364846201,10,12.241678983403835,0.06948982570312451,12.196974345036287,12.279584012925042
