C,calinski_harabasz,calinski_harabasz_pcaK,coverage_ok,davies_bouldin,davies_bouldin_pcaK,episode,knn1_acc,knn5_acc,lda_acc,logreg_acc,logreg_auc_macro,maj_acc,n_anchor,n_query,nc_acc,perm_format,raw_calinski_harabasz,raw_calinski_harabasz_pcaK,raw_davies_bouldin,raw_davies_bouldin_pcaK,raw_knn1_acc,raw_knn5_acc,raw_lda_acc,raw_logreg_acc,raw_logreg_auc_macro,raw_nc_acc,raw_silhouette_cosine,raw_silhouette_euclidean,silhouette_cosine,silhouette_euclidean,uniform_acc
2,1.5583124160766602,1.626734733581543,True,8.296144641677264,8.084052053726067,0,0.8511627906976744,0.8976744186046511,0.7069767441860465,0.9023255813953488,,0.9023255813953488,113,215,0.8,list,1.3564108610153198,1.4581619501113892,8.927639705704506,8.603301750236138,0.827906976744186,0.9023255813953488,0.8651162790697674,0.8651162790697674,,0.5581395348837209,0.0010329135693609715,0.01663246937096119,0.013966532424092293,0.007448138203471899,0.5
2,1.4542200565338135,1.7980904579162598,True,14.143852423418286,12.713903297161673,1,0.4329896907216495,0.4845360824742268,0.5979381443298969,0.5773195876288659,,0.5670103092783505,200,97,0.5154639175257731,list,1.8341028690338135,1.748732089996338,12.428170301881755,12.735494432044403,0.3917525773195876,0.4329896907216495,0.5567010309278351,0.5463917525773195,,0.5360824742268041,0.005487729329615831,0.002683639992028475,0.0033649038523435593,0.0018264157697558403,0.5
2,0.8135260343551636,0.9172165393829346,True,20.914272126024883,19.654338550325484,2,0.5278810408921933,0.5687732342007435,0.5799256505576208,0.5910780669144982,,0.6059479553903345,105,269,0.5464684014869888,list,0.8024843335151672,0.7648804187774658,20.80827572611072,21.329821932008294,0.5427509293680297,0.5353159851301115,0.5724907063197026,0.5799256505576208,,0.5353159851301115,-0.0005833003087900579,-0.0013169765006750822,0.0003427232149988413,0.0002643140614964068,0.5
2,0.8561943769454956,0.870158314704895,True,11.609027669283511,11.487308244311247,3,0.46,0.53,0.51,0.55,,0.6,21,100,0.52,list,0.9375011324882507,0.9260967969894409,10.977381315159866,11.086651791319332,0.45,0.5,0.52,0.54,,0.48,0.0019233323400840163,0.0025302954018115997,0.0014205825282260776,0.0009489759686402977,0.5
2,4.024037837982178,3.064929485321045,True,8.758945647131588,10.011119273200046,4,0.6936936936936937,0.6756756756756757,0.6486486486486487,0.6576576576576577,,0.6576576576576577,220,111,0.5765765765765766,list,4.339041233062744,4.224819183349609,8.1444865983175,8.272856854651431,0.6666666666666666,0.6396396396396397,0.6486486486486487,0.6576576576576577,,0.5585585585585585,0.019104894250631332,0.008829162456095219,0.01617138274013996,0.009058792144060135,0.5
3,1.0505908727645874,1.1917692422866821,True,14.753866265314104,13.946391206938996,5,0.32793522267206476,0.3360323886639676,0.29554655870445345,0.3724696356275304,0.4905111155752245,0.3967611336032389,70,247,0.3319838056680162,list,1.17355215549469,1.2090497016906738,13.650402805506731,13.72773388114944,0.32793522267206476,0.3319838056680162,0.3360323886639676,0.3157894736842105,0.5128759921589555,0.32388663967611336,-0.00997038371860981,-0.00591675378382206,-0.0063925753347575665,-0.0032512687612324953,0.3333333333333333
2,0.7152884006500244,0.7530111074447632,True,15.037286637507584,14.637399856304437,6,0.6298701298701299,0.7727272727272727,0.512987012987013,0.8311688311688312,,0.8311688311688312,100,154,0.5194805194805194,list,0.5707614421844482,0.5989923477172852,16.72850096615938,16.3774163790466,0.6428571428571429,0.7597402597402597,0.6298701298701299,0.6233766233766234,,0.43506493506493504,-0.0046999785117805,0.00020366531680338085,0.004414709750562906,0.002313620876520872,0.5
2,1.194859266281128,1.2418748140335083,True,13.641552092214724,13.354833823865315,7,0.6741573033707865,0.702247191011236,0.6797752808988764,0.7247191011235955,,0.7247191011235955,122,178,0.6123595505617978,list,1.3054180145263672,1.2748607397079468,13.034602445258521,13.164328269799542,0.6629213483146067,0.6966292134831461,0.6741573033707865,0.6685393258426966,,0.5224719101123596,0.003015103517100215,0.004634342156350613,0.0006325400318019092,0.0004467509570531547,0.5
2,0.6829402446746826,0.7533256411552429,True,18.37556526269334,17.46752725602319,8,0.5673758865248227,0.6312056737588653,0.524822695035461,0.7092198581560284,,0.7092198581560284,134,141,0.5602836879432624,list,0.719569742679596,0.7619906663894653,17.727120537626906,17.20092112930828,0.5673758865248227,0.6028368794326241,0.574468085106383,0.5673758865248227,,0.5035460992907801,-0.0013325983891263604,-0.004843469243496656,-0.0030937937553972006,-0.0016035358421504498,0.5
2,1.3784362077713013,1.0686246156692505,True,11.925190632698726,13.531684564800443,9,0.36666666666666664,0.23333333333333334,0.4666666666666667,0.5,,0.5,169,30,0.5333333333333333,list,1.9964290857315063,1.1604087352752686,7.63866926481796,9.518821786856163,0.6333333333333333,0.6,0.6,0.6,,0.6,0.007036501541733742,0.007109018042683601,0.002888684393838048,0.0013743321178480983,0.5
2,0.4452577531337738,1.3063064813613892,True,17.129018242231734,9.532944758432265,10,0.7232142857142857,0.7767857142857143,0.5535714285714286,0.8214285714285714,,0.8214285714285714,132,112,0.5357142857142857,list,0.488888144493103,0.5874020457267761,11.265674736490583,10.1351100763803,0.6964285714285714,0.8035714285714286,0.8035714285714286,0.8214285714285714,,0.5803571428571429,-0.052407149225473404,-0.039303138852119446,-0.007821288891136646,-0.004073022399097681,0.5
2,1.4655053615570068,1.5944740772247314,True,11.495311460147907,11.007499486317695,11,0.52,0.5,0.55,0.56,,0.53,97,100,0.59,list,1.0335334539413452,1.0431392192840576,13.615841510396251,13.5529991398994,0.53,0.48,0.44,0.46,,0.46,-0.00015346199506893754,-0.00046817693510092795,0.004683321341872215,0.0024284699466079473,0.5
2,5.107300758361816,2.6331989765167236,True,7.946127525473964,11.040103260880295,12,0.5757575757575758,0.5959595959595959,0.5656565656565656,0.6262626262626263,,0.6262626262626263,248,99,0.6464646464646465,list,6.500057220458984,7.064764499664307,6.851354216203969,6.572350914690604,0.6363636363636364,0.6767676767676768,0.6868686868686869,0.6868686868686869,,0.5959595959595959,0.032996248453855515,0.03207097202539444,0.028284339234232903,0.015462924726307392,0.5
2,2.7028872966766357,2.3071067333221436,True,9.657281456895808,10.438140902449106,13,0.6149425287356322,0.6781609195402298,0.6379310344827587,0.6379310344827587,,0.6264367816091954,107,174,0.6609195402298851,list,3.8295440673828125,4.403923988342285,7.956516379448545,7.437620370224715,0.6264367816091954,0.6666666666666666,0.6609195402298851,0.6666666666666666,,0.6149425287356322,0.02144576795399189,0.01707647182047367,0.017137883231043816,0.009375303983688354,0.5
2,1.0151554346084595,0.8535524010658264,True,16.55956179287026,18.03210445087681,14,0.6048109965635738,0.711340206185567,0.570446735395189,0.7628865979381443,,0.7628865979381443,102,291,0.6185567010309279,list,1.1438047885894775,1.1011792421340942,15.605029199928355,15.909762225920577,0.6597938144329897,0.7250859106529209,0.6769759450171822,0.6941580756013745,,0.5292096219931272,0.0016904514050111175,0.0013051233254373074,-0.0010581290116533637,-0.0003692432655952871,0.5
3,0.6931526064872742,0.892005980014801,True,16.111741590546526,13.825873724914066,15,0.39800995024875624,0.4427860696517413,0.30845771144278605,0.46766169154228854,0.4718801078460168,0.48756218905472637,80,201,0.373134328358209,list,0.19272327423095703,1.0316725969314575,29.646332499833647,12.860318769049746,0.39800995024875624,0.4079601990049751,0.4228855721393035,0.4079601990049751,0.47467497571642475,0.3383084577114428,-0.018536021932959557,-0.017941640689969063,-0.010133673436939716,-0.005727865733206272,0.3333333333333333
3,1.2242106199264526,1.1813663244247437,True,10.787925174864112,11.168849378781852,16,0.6445783132530121,0.7530120481927711,0.4939759036144578,0.7469879518072289,0.5565418590714174,0.7469879518072289,135,166,0.5602409638554217,list,1.97441828250885,2.05824875831604,8.684462449180812,8.364544105196329,0.6204819277108434,0.7228915662650602,0.7228915662650602,0.7168674698795181,0.5887900787918698,0.4397590361445783,-0.03319957107305527,-0.015165410935878754,-0.01215332467108965,-0.00616237660869956,0.3333333333333333
2,0.8657910227775574,1.0284767150878906,True,13.314200661861104,12.196483932032914,17,0.5373134328358209,0.44029850746268656,0.47761194029850745,0.41044776119402987,,0.5895522388059702,25,134,0.5074626865671642,list,0.7476834654808044,0.9941530823707581,14.151124757042565,12.36366327717155,0.5373134328358209,0.43283582089552236,0.4701492537313433,0.5,,0.5,-0.003482314059510827,-0.0011084008729085326,-0.0015014507807791233,-0.0008244381169788539,0.5
2,10.614251136779785,4.172688007354736,True,4.008131276993508,6.474324369933452,18,0.7391304347826086,0.8260869565217391,0.6956521739130435,0.8913043478260869,,0.7608695652173914,161,46,0.8043478260869565,list,11.899419784545898,4.636968612670898,3.725335220236886,6.109030853249344,0.7391304347826086,0.7608695652173914,0.8478260869565217,0.9130434782608695,,0.782608695652174,0.09591110795736313,0.052578154951334,0.08269037306308746,0.04645043611526489,0.5
2,29.463958740234375,6.948356628417969,True,3.250617521628723,6.681445962364668,19,0.8222222222222222,0.8444444444444444,0.8222222222222222,0.8444444444444444,,0.5555555555555556,273,45,0.7333333333333333,list,32.587791442871094,7.950953960418701,3.037442370007057,6.188559953153056,0.8222222222222222,0.8444444444444444,0.8888888888888888,0.8888888888888888,,0.6888888888888889,0.1563253104686737,0.09671381860971451,0.14464595913887024,0.08607883006334305,0.5
2,6.277961730957031,3.9932515621185303,True,6.595158622872521,8.237949277490484,20,0.6698113207547169,0.7169811320754716,0.6509433962264151,0.7547169811320755,,0.6698113207547169,204,106,0.7358490566037735,list,7.216557502746582,4.763851165771484,6.090853336858764,7.525456753412715,0.7075471698113207,0.7169811320754716,0.7924528301886793,0.7735849056603774,,0.7358490566037735,0.03699051961302757,0.02274424023926258,0.03507521003484726,0.01877872459590435,0.5
2,1.238369345664978,0.8732885718345642,True,16.90834849758302,20.142875361773115,21,0.5606060606060606,0.4090909090909091,0.45454545454545453,0.48484848484848486,,0.5454545454545454,293,66,0.5,list,1.2433741092681885,1.2557235956192017,16.319724123071026,16.259101476206453,0.5909090909090909,0.42424242424242425,0.5,0.5,,0.4696969696969697,0.0016011708648875356,0.0012993536656722426,0.0018331619212403893,0.0010139812948182225,0.5
2,1.0400465726852417,0.9371413588523865,True,16.314008543536424,17.19701485870672,22,0.5289256198347108,0.5454545454545454,0.6115702479338843,0.5041322314049587,,0.5206611570247934,160,121,0.5041322314049587,list,1.15550696849823,1.4024773836135864,15.234334400089784,13.83893904071968,0.5785123966942148,0.5371900826446281,0.5206611570247934,0.5206611570247934,,0.5206611570247934,0.001191310933791101,0.001565343700349331,0.00044407075620256364,0.0003221264050807804,0.5
3,1.2930165529251099,1.2497698068618774,True,11.959358620126224,11.029688496189562,23,0.5792349726775956,0.6666666666666666,0.3825136612021858,0.7103825136612022,0.47949341888021135,0.7103825136612022,110,183,0.4371584699453552,list,1.580306053161621,1.5302637815475464,11.310758692162596,11.756090157898697,0.5956284153005464,0.6721311475409836,0.7049180327868853,0.7049180327868853,0.5092939709594282,0.37158469945355194,-0.05477532744407654,-0.0357770211994648,-0.021063847467303276,-0.011526727117598057,0.3333333333333333
2,8.600176811218262,2.489454746246338,True,3.684332142190002,6.835378041578691,24,0.8032786885245902,0.7704918032786885,0.7377049180327869,0.7213114754098361,,0.5245901639344263,61,61,0.8032786885245902,list,11.88414192199707,2.445988893508911,3.0453842397381865,6.8748528209245645,0.7868852459016393,0.7377049180327869,0.6721311475409836,0.7213114754098361,,0.8360655737704918,0.13134139776229858,0.07753368467092514,0.10410389304161072,0.05831075832247734,0.5
2,2.6260974407196045,1.5710413455963135,True,6.9967076927929135,9.008450862016213,25,0.5522388059701493,0.6119402985074627,0.5223880597014925,0.7014925373134329,,0.582089552238806,67,67,0.6567164179104478,list,4.5055460929870605,3.3666906356811523,5.199536243661033,6.101514059283209,0.5522388059701493,0.6865671641791045,0.6417910447761194,0.6716417910447762,,0.6865671641791045,0.035798270255327225,0.027126610279083252,0.022527538239955902,0.011975118890404701,0.5
2,12.268611907958984,4.424618721008301,True,4.224765427677995,7.032190650709377,26,0.7027027027027027,0.7387387387387387,0.6936936936936937,0.7567567567567568,,0.5855855855855856,115,111,0.7117117117117117,list,18.600341796875,8.090566635131836,3.34222273452753,5.0369806967653385,0.7027027027027027,0.7387387387387387,0.7837837837837838,0.8108108108108109,,0.7657657657657657,0.12581536173820496,0.07098950445652008,0.08478175103664398,0.047055017203092575,0.5
3,2.234314203262329,1.6085299253463745,True,8.760239435330549,10.134932709667531,27,0.5909090909090909,0.5,0.4772727272727273,0.45454545454545453,0.7353184449958642,0.4090909090909091,114,44,0.5227272727272727,list,5.161744594573975,4.72304105758667,6.1686785272150475,6.403138960851895,0.5,0.45454545454545453,0.6363636363636364,0.5454545454545454,0.8099209631467695,0.5681818181818182,0.002928531728684902,-0.0025855964049696922,-0.003067593090236187,-0.0016927713295444846,0.3333333333333333
2,0.9690043330192566,1.003413438796997,True,8.250651955682057,8.06774128094289,28,0.6666666666666666,0.7192982456140351,0.543859649122807,0.8596491228070176,,0.8596491228070176,65,57,0.5263157894736842,list,0.9705889225006104,1.0473793745040894,7.969492450215549,7.781560283408688,0.631578947368421,0.6666666666666666,0.7017543859649122,0.7017543859649122,,0.3508771929824561,-0.004469642415642738,-0.024883361533284187,-0.018425557762384415,-0.010143361054360867,0.5
2,1.0162088871002197,1.0053938627243042,True,13.249438246956522,12.861700275219514,29,0.6351351351351351,0.7567567567567568,0.6081081081081081,0.7162162162162162,,0.7162162162162162,157,74,0.5675675675675675,list,0.6044062376022339,0.5993392467498779,17.07897413370606,17.12384707312174,0.6756756756756757,0.6351351351351351,0.7162162162162162,0.7162162162162162,,0.5,-0.0027592757251113653,0.006082166451960802,-0.0011488557793200016,-0.0006223216187208891,0.5
2,1.0635334253311157,0.9098517298698425,True,13.052963297626903,14.1057237489561,30,0.5972222222222222,0.5,0.4722222222222222,0.5416666666666666,,0.5972222222222222,119,72,0.4861111111111111,list,1.0717273950576782,1.1755502223968506,12.650640020566845,12.091857875832615,0.4583333333333333,0.5,0.5416666666666666,0.5416666666666666,,0.4722222222222222,0.0027362676337361336,0.0028065061196684837,0.0030674512963742018,0.0016059940680861473,0.5
3,6.607917308807373,3.261229991912842,True,5.068988318715205,6.712999583591926,31,0.5480769230769231,0.5576923076923077,0.5096153846153846,0.6634615384615384,0.8367120119863972,0.5192307692307693,90,104,0.6538461538461539,list,7.964836120605469,8.213150024414062,4.639790452305437,4.583466517006769,0.5576923076923077,0.5769230769230769,0.7019230769230769,0.7019230769230769,0.8811095257911736,0.5192307692307693,0.026574471965432167,0.016339527443051338,0.03132546320557594,0.01720842346549034,0.3333333333333333
2,2.4493796825408936,1.5160633325576782,True,12.478403043428848,15.853086221195246,32,0.558282208588957,0.6073619631901841,0.5153374233128835,0.6319018404907976,,0.5460122699386503,225,163,0.6134969325153374,list,3.4760148525238037,3.321265459060669,10.174032805510121,10.412244606675799,0.6380368098159509,0.6687116564417178,0.6196319018404908,0.6257668711656442,,0.5828220858895705,0.013526834547519684,0.00971136149019003,0.007663276977837086,0.004429425112903118,0.5
2,0.87143874168396,0.8225775361061096,True,10.708550244804437,10.98531336033122,33,0.6710526315789473,0.6842105263157895,0.6447368421052632,0.7763157894736842,,0.7763157894736842,63,76,0.5789473684210527,list,1.221678614616394,1.097530722618103,9.029513882855028,9.55485903662846,0.6578947368421053,0.7105263157894737,0.6578947368421053,0.6578947368421053,,0.5394736842105263,0.003969119396060705,0.0008540257113054395,-0.004777135793119669,-0.002384993713349104,0.5
2,1.1560381650924683,1.1792662143707275,True,15.083465902261793,14.92464938668163,34,0.54375,0.53125,0.55625,0.63125,,0.63125,127,160,0.49375,list,1.3358126878738403,1.5564969778060913,13.843713647854988,12.849213462120833,0.5125,0.53125,0.5875,0.58125,,0.53125,0.001614982495084405,0.00163620850071311,0.00030466460157185793,-0.000104398830444552,0.5
2,1.2529873847961426,1.2167655229568481,True,14.624113823420489,14.817002652563641,35,0.5416666666666666,0.6458333333333334,0.7291666666666666,0.7708333333333334,,0.7708333333333334,306,48,0.5833333333333334,list,0.8015888333320618,0.8224015831947327,18.146846354235286,17.913561567922073,0.5416666666666666,0.6666666666666666,0.7708333333333334,0.7708333333333334,,0.4791666666666667,-0.001426804345101118,-0.0027367067523300648,0.002959564561024308,0.00169616867788136,0.5
2,2.2996082305908203,2.1242010593414307,True,8.1254522906814,8.439728508924723,36,0.4888888888888889,0.6,0.5333333333333333,0.6222222222222222,,0.5333333333333333,110,45,0.5555555555555556,list,2.5052661895751953,2.4307494163513184,7.723346559233056,7.869630426038335,0.5555555555555556,0.6,0.5777777777777777,0.5777777777777777,,0.5555555555555556,0.02051985077559948,0.01036325003951788,0.016519108787178993,0.008695078082382679,0.5
2,0.8958924412727356,0.8805142045021057,True,13.892904172277436,14.02423224207104,37,0.7051282051282052,0.8205128205128205,0.7307692307692307,0.8333333333333334,,0.8333333333333334,187,78,0.6282051282051282,list,0.8729096055030823,1.5992099046707153,13.975298448826392,10.43200995350116,0.7692307692307693,0.7948717948717948,0.8076923076923077,0.8076923076923077,,0.6153846153846154,0.0018473112722858787,0.005704792216420174,0.004269655793905258,0.0024878564290702343,0.5
2,1.277263879776001,1.0653938055038452,True,16.137685883169848,17.654679200801247,38,0.5350877192982456,0.5263157894736842,0.47368421052631576,0.4473684210526316,,0.5087719298245614,223,114,0.47368421052631576,list,1.2610317468643188,1.0930850505828857,16.127423890650718,17.33123155691557,0.5350877192982456,0.5350877192982456,0.49122807017543857,0.4824561403508772,,0.4824561403508772,0.0018033842789009213,0.0009216558537445962,0.0017245957860723138,0.0008964839507825673,0.5
2,17.034570693969727,3.0081124305725098,True,2.578843623185549,6.140141850811304,39,0.8888888888888888,0.8703703703703703,0.7962962962962963,0.9074074074074074,,0.6111111111111112,67,54,0.8703703703703703,list,40.588218688964844,9.10037899017334,1.581274720614586,3.345023512490119,0.8518518518518519,0.8703703703703703,0.8518518518518519,0.8703703703703703,,0.8518518518518519,0.3236539363861084,0.2144075483083725,0.19327373802661896,0.11196903884410858,0.5
2,14.293466567993164,3.9198131561279297,True,3.4562881517261297,6.636877673441654,40,0.8067226890756303,0.8235294117647058,0.7563025210084033,0.7478991596638656,,0.6554621848739496,76,119,0.7142857142857143,list,23.424671173095703,4.23740291595459,2.587352976971802,6.0569360251246644,0.7983193277310925,0.773109243697479,0.7815126050420168,0.773109243697479,,0.6890756302521008,0.13466595113277435,0.09113487601280212,0.10137958824634552,0.06273660063743591,0.5
2,5.337298393249512,3.0235204696655273,True,6.757542150843785,8.981597180031507,41,0.7006802721088435,0.6802721088435374,0.6326530612244898,0.6938775510204082,,0.7006802721088435,189,147,0.7074829931972789,list,9.522439002990723,7.909857749938965,5.128888814819585,5.6355037204571925,0.6802721088435374,0.7210884353741497,0.7210884353741497,0.7142857142857143,,0.7142857142857143,0.0407818965613842,0.05485554039478302,0.020023547112941742,0.010831860825419426,0.5
6,1.1417324542999268,1.1907521486282349,True,9.93906595610236,9.65290170409798,42,0.2413793103448276,0.3586206896551724,0.2413793103448276,0.4482758620689655,0.5427959014376463,0.45517241379310347,175,145,0.19310344827586207,list,1.1566301584243774,1.0904780626296997,9.943695411646614,10.163989147428504,0.2413793103448276,0.36551724137931035,0.3724137931034483,0.3448275862068966,0.5528502365464867,0.18620689655172415,-0.03761100769042969,-0.025695884600281715,-0.03282313793897629,-0.017046306282281876,0.16666666666666666
3,0.84093177318573,0.935215175151825,True,15.384174423893285,15.372742389688296,43,0.41935483870967744,0.5161290322580645,0.44086021505376344,0.5591397849462365,0.511703298396054,0.5913978494623656,154,93,0.3225806451612903,list,0.7933304309844971,0.7490159869194031,17.663652497625687,17.5412778759669,0.43010752688172044,0.5053763440860215,0.4838709677419355,0.4946236559139785,0.46831892005062,0.3333333333333333,-0.027825675904750824,-0.015125494450330734,-0.027995625510811806,-0.014391407370567322,0.3333333333333333
4,0.9819223284721375,1.016457438468933,True,13.17324185538309,12.970207419274022,44,0.39732142857142855,0.5491071428571429,0.35267857142857145,0.59375,0.49194666369387924,0.59375,151,224,0.33482142857142855,list,0.9801352620124817,0.936647355556488,13.835612772570487,14.12512729215342,0.4642857142857143,0.5758928571428571,0.45982142857142855,0.45535714285714285,0.5095345755727656,0.29017857142857145,-0.02369854226708412,-0.012149966321885586,-0.0202097799628973,-0.010655814781785011,0.25
2,1.4449348449707031,1.3776402473449707,True,13.559706078310676,13.895515556479758,45,0.5865921787709497,0.6815642458100558,0.5307262569832403,0.7262569832402235,,0.7262569832402235,167,179,0.6145251396648045,list,1.7053942680358887,1.6228793859481812,12.366034635651701,12.689404219049743,0.6759776536312849,0.7150837988826816,0.7374301675977654,0.7262569832402235,,0.553072625698324,0.004772579297423363,0.002681309124454856,0.0037740275729447603,0.002030804054811597,0.5
2,0.6344178915023804,0.6959097981452942,True,17.851854342805865,17.078733043924295,46,0.5862068965517241,0.632183908045977,0.5977011494252874,0.6666666666666666,,0.6666666666666666,162,87,0.4942528735632184,list,0.5748621821403503,0.663235068321228,18.644682420603473,17.452943804956547,0.5402298850574713,0.5977011494252874,0.6206896551724138,0.6206896551724138,,0.41379310344827586,-0.0033727972768247128,9.153172868536785e-06,-0.0032029119320213795,-0.0016248357715085149,0.5
2,0.31333351135253906,0.3949633836746216,True,22.834379736867437,20.4520889440914,47,0.6122448979591837,0.7551020408163265,0.5918367346938775,0.7755102040816326,,0.7755102040816326,202,49,0.4489795918367347,list,0.12422651797533035,0.13910390436649323,35.126207909650546,33.325600861493264,0.5714285714285714,0.7551020408163265,0.7755102040816326,0.7755102040816326,,0.4489795918367347,-0.0057665142230689526,-0.008105719462037086,-0.010962623171508312,-0.005861259065568447,0.5
2,1.4976192712783813,1.2961431741714478,True,11.854773366551441,12.723898444205718,48,0.5202020202020202,0.5959595959595959,0.5606060606060606,0.5808080808080808,,0.5808080808080808,23,198,0.5858585858585859,list,1.9283329248428345,1.4650167226791382,10.130349925686872,11.658584819012495,0.5151515151515151,0.5303030303030303,0.5050505050505051,0.5404040404040404,,0.5151515151515151,0.004432941321283579,0.0024045398458838463,0.0026467659045010805,0.0012142319465056062,0.5
2,2.7496259212493896,1.925933599472046,True,7.052038951026451,8.3724926440696,49,0.5,0.4642857142857143,0.5,0.6785714285714286,,0.6428571428571429,112,28,0.6428571428571429,list,8.628937721252441,7.840972423553467,3.88843934767653,4.077121299415737,0.6071428571428571,0.6785714285714286,0.7142857142857143,0.7142857142857143,,0.75,0.08489227294921875,0.05031823739409447,0.023436687886714935,0.012696800753474236,0.5
